file_name,genus,species,data_source,country,specimen_id
DSCN0223.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0224.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0225.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0226.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0227.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0228.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0229.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0230.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0231.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0232.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0233.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0234.JPG,Calophysus,macropterus,museum,Peru,USNM:Fish:124874
DSCN0235.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0236.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0237.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0238.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0239.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0240.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0241.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0242.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0243.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0244.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0245.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0246.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0247.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0248.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0249.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0250.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0251.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0252.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247231
DSCN0253.JPG,Calophysus,macropterus,museum,Venezuela,USNM:Fish:233859
DSCN0254.JPG,Calophysus,macropterus,museum,Venezuela,USNM:Fish:233859
DSCN0255.JPG,Calophysus,macropterus,museum,Venezuela,USNM:Fish:233859
DSCN0256.JPG,Calophysus,macropterus,museum,Venezuela,USNM:Fish:233859
DSCN0257.JPG,Calophysus,macropterus,museum,Venezuela,USNM:Fish:233859
DSCN0258.JPG,Calophysus,macropterus,museum,Venezuela,USNM:Fish:233859
DSCN0259.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247232
DSCN0260.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247232
DSCN0261.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247232
DSCN0262.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247232
DSCN0263.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247232
DSCN0264.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:247232
DSCN0265.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:376340
DSCN0266.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:376340
DSCN0267.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:376340
DSCN0268.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:376340
DSCN0269.JPG,Calophysus,macropterus,museum,Brazil,USNM:Fish:376340
