Codigo foto,Familia,Genero,Especie
DSC_0001-HER,Acestrorhynchidae,Acestrorhynchus,falcatus
DSC_0001-KANT,Lebiasinidae,Copeina ,osgoodi
DSC_0001-TRAMPCV1,Ctenoluciidae,Boulengerella ,cuvieri
DSC_0001-TRAMPCV2,Prochilodontidae,Prochilodus,nigricans
DSC_0002-HER,Characidae,Moenkhausia,oligolepis
DSC_0002-TRAMPCV2,Anostomidae ,Leporinus,friderici
DSC_0003-TRAMPCV2,Anostomidae ,Schizodon,fasciatus
DSC_0004-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0004-TRAMPCV2,Anostomidae ,Leporinus,friderici
DSC_0005-HER,Characidae,Moenkhausia,oligolepis
DSC_0005-TRAMPCV2,Anostomidae ,Schizodon,fasciatus
DSC_0006-HER,Characidae,Astyanax ,cf. anterior
DSC_0006-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0006-TRAMPCV2,Serrasalmidae,Serrasalmus ,sp. 1
DSC_0007-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0007-TRAMPCV2 -DSC_0008-TRAMPCV2,Loricariidae,Hypostomus,sp. 2
DSC_0008-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0009-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0010-HER,Characidae,Moenkhausia,comma
DSC_0010-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0011-HER,Characidae,Moenkhausia,comma
DSC_0011-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0011-TRAMPCV2 -DSC_0012-TRAMPCV2,Loricariidae,Hypostomus,sp. 1 
DSC_0012-HER,Characidae,Moenkhausia,comma
DSC_0012-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0012-TRAMPCV1-DSC_0013-TRAMPCV1,Loricariidae,Hypostomus,sp. 2
DSC_0013-HER,Characidae,Moenkhausia,comma
DSC_0013-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0013-TRAMPCV2 -DSC_0014-TRAMPCV2,Loricariidae,Hypostomus,sp. 4
DSC_0014-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0014-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0015-HER,Gymnotidae,Gymnotus,cf. jonasi 
DSC_0015-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0016-HER-DSC_0016-HER,Loricariidae,Ancistrus,sp. 2
DSC_0016-KANT,Sternopygidae,Eigenmannia,sp. 1
DSC_0016-TRAMPCV1-DSC_0018-TRAMPCV1,Cichlidae,Crenicichla,sp. 1
DSC_0018-HER-DSC_0018-HER,Loricariidae,Pterygoplichthys,sp. 1
DSC_0019-KANT,Characidae,Charax,tectifer 
DSC_0019-TRAMPCV1-DSC_0020-TRAMPCV1,Loricariidae,Rineloricaria,lanceolata 
DSC_0020-HER-DSC_0020-HER,Loricariidae,Pterygoplichthys,sp. 1
DSC_0020-KANT,Gasteropelecidae,Gasteropelecus ,sternicla
DSC_0021-KANT,Gasteropelecidae,Gasteropelecus ,sternicla
DSC_0021-TRAMPCV1-DSC_0022-TRAMPCV1,Auchenipteridae,Trachelyopterus,galeatus
DSC_0022-HER-DSC_0022-HER,Loricariidae,Pterygoplichthys,sp. 1
DSC_0022-KANT,Gasteropelecidae,Gasteropelecus ,sternicla
DSC_0022-PM3,Erythrinidae,Hoplias ,malabaricus 
DSC_0023-KANT,Gasteropelecidae,Gasteropelecus ,sternicla
DSC_0023-PM3,Callichthyidae,Corydoras,pastazensis 
DSC_0023-TRAMPCV1-DSC_0024-TRAMPCV1,Loricariidae,Hypostomus,sp. 2
DSC_00245_2+A532-TRAMPCV2,Erythrinidae,Hoplias,malabaricus
DSC_0024-HER-DSC_0025-HER,Callichthyidae,Corydoras,semiaquilus
DSC_0024-KANT,Gasteropelecidae,Gasteropelecus ,sternicla
DSC_0024-PM3,Callichthyidae,Corydoras,pastazensis 
DSC_0025-KANT,Gasteropelecidae,Gasteropelecus ,sternicla
DSC_0025-PM3,Callichthyidae,Corydoras,pastazensis 
DSC_0025-TRAMPCV1-DSC_0026-TRAMPCV1,Loricariidae,Sturisoma,nigrirostrum
DSC_0026-HER,Pseudopimelodidae,Batrochoglanis,raninus
DSC_0026-KANT,Gasteropelecidae,Gasteropelecus ,sternicla
DSC_0026-PM3,Callichthyidae,Corydoras,pastazensis 
DSC_0027-HER-DSC_0028-HER,Loricariidae,Ancistrus,sp. 1
DSC_0027-KANT,Acestrorhynchidae,Acestrorhynchus,falcatus
DSC_0027-PM3,Callichthyidae,Corydoras,pastazensis 
DSC_0027-TRAMPCV1-DSC_0028-TRAMPCV1,Loricariidae,Sturisoma,nigrirostrum
DSC_0028-KANT,Characidae,Moenkhausia,sp. 1
DSC_0028-PM3,Callichthyidae,Corydoras,atropersonatus
DSC_0029-HER,Cichlidae,Laetacara,flavilabris
DSC_0029-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0029-PM3,Callichthyidae,Corydoras,atropersonatus
DSC_0029-TRAMPCV1-DSC_0030-TRAMPCV1,Loricariidae,Sturisoma,nigrirostrum
DSC_0030-HER,Loricariidae,Rineloricaria,sp. 1
DSC_0030-KANT,Characidae,Astyanax,cf. lacustris
DSC_0030-PM3,Loricariidae,Limatulichthys,griseus
DSC_0031-HER-DSC_0032-HER,Loricariidae,Ancistrus,sp. 2
DSC_0031-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0031-PM3,Loricariidae,Limatulichthys,griseus
DSC_0031-TRAMPCV1-DSC_0032-TRAMPCV1,Loricariidae,Sturisoma,nigrirostrum
DSC_0032-KANT_DSC_0033-KANT,Loricariidae,Ancistrus,sp. 1
DSC_0032-PM3,Loricariidae,Rineloricaria,sp. 1
DSC_0033-HER,Callichthyidae,Corydoras,aeneus
DSC_0033-PM3,Loricariidae,Rineloricaria,sp. 1
DSC_0034-HER,Callichthyidae,Corydoras,aeneus
DSC_0034-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0034-PM3,Loricariidae,Rineloricaria,sp. 1
DSC_0035-HER,Characidae,Phenacogaster,napoatilis
DSC_0035-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0035-PM3,Loricariidae,Rineloricaria,sp. 1
DSC_0036-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0036-KANT,Characidae,Chrysobrycon,hesperus
DSC_0036-PM3,Loricariidae,Rineloricaria,sp. 1
DSC_0037-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0037-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0037-PM3,Heptapteridae,Pimelodella,sp. 1
DSC_0038-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0038-KANT,Characidae,Astyanax,sp. 2
DSC_0038-PM3,Heptapteridae,Pimelodella,sp. 1
DSC_0039-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0039-KANT,Characidae,Astyanax,cf. lacustris
DSC_0039-PM3,Heptapteridae,Pimelodella,sp. 1
DSC_0040-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0040-KANT,Anostomidae,Leporinus,friderici
DSC_0040-PM3,Heptapteridae,Pimelodella,cf. cristata
DSC_0041-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0041-KANT,Characidae,Hemigrammus,sp. 2
DSC_0041-PM3,Heptapteridae,Pimelodella,sp. 1
DSC_0042-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0042-KANT,Characidae,Astyanax,cf. lacustris
DSC_0042-PM3 -DSC_0043-PM3,Loricariidae,Hypoptopoma,sp. 1
DSC_0043-HER,Characidae,Hemigrammus,sp. 1
DSC_0043-KANT,Characidae,Moenkhausia,sp. 1
DSC_0044-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0044-KANT,Characidae,Moenkhausia,sp. 1
DSC_0044-PM3  -DSC_0045-PM3,Loricariidae,Otocinclus,hoppei 
DSC_0044-TI,Characidae,Hyphessobrycon,loretoensis
DSC_0045-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0045-KANT,Characidae,Moenkhausia,sp. 1
DSC_0045-TI,Characidae,Hemigrammus,cf. marginatus
DSC_0046-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0046-KANT,Characidae,Moenkhausia,sp. 1
DSC_0046-PM3 -DSC _0047-PM3,Loricariidae,Otocinclus,hoppei 
DSC_0046-TI,Characidae,Hemigrammus,sp. 1
DSC_0047-HER,Characidae,Phenacogaster,napoatilis
DSC_0047-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0047-TI,Gasteropelecidae,Carnegiella,schereri
DSC_0048-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0048-KANT,Hypopomidae,Brachyhypopomus,pinnicaudatus
DSC_0048-PM3  -DSC_0049-PM3,Loricariidae,Otocinclus,hoppei 
DSC_0048-TI,Gasteropelecidae,Carnegiella ,strigata
DSC_0049-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0049-KANT,Gymnotidae,Gymnotus,carapo
DSC_0049-TI,Characidae,Hemigrammus,luelingi
DSC_0050-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0050-KANT,Gymnotidae,Gymnotus,cf. jonasi 
DSC_0050-PM3 -DSC_0051-PM3,Loricariidae,Hypoptopoma,sp. 1
DSC_0050-TI,Characidae,Bryconamericus,sp. 1
DSC_0051-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0051-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0051-TI,Characidae,Hemigrammus,luelingi
DSC_0052-KANT,Loricariidae,Ancistrus,sp. 1
DSC_0052-TI,Characidae,Hemigrammus,sp. 1
DSC_0053-KANT,Callichthyidae,Corydoras,aeneus
DSC_0053-TI_DSC_0054-TI,Loricariidae,Otocinclus,hoppei 
DSC_0054-KANT - DSC_0055-KANT,Loricariidae,Ancistrus,sp. 1
DSC_0054-PM3,Cichlidae,Crenicichla,sp. 1
DSC_0055-PM3  -DSC_0056-PM3,Batrachoididae,Thalassophryne,amazonica 
DSC_0055-TI,Characidae,Hemigrammus,sp. 1
DSC_0056-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0056-TI_DSC_0057-TI,Loricariidae,Otocinclus,hoppei 
DSC_0057-KANT,Anostomidae,Leporinus,fridereci
DSC_0057-PM3,Characidae,Bryconamericus,sp. 2
DSC_0058-KANT,Characidae,Moenkhausia,sp. 1
DSC_0058-PM3,Characidae,Astyanax,sp. 1
DSC_0058-TI,Characidae,Chrysobrycon,hesperus
DSC_0059-KANT,Characidae,Moenkhausia,sp. 1
DSC_0059-PM3,Trichomycteridae,Ochmacanthus ,reinhardtii 
DSC_0060-KANT,Characidae,Moenkhausia,sp. 1
DSC_0061-KANT,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0062-KANT,Characidae,Chrysobrycon,hesperus
DSC_0063-KANT,Characidae,Moenkhausia,sp. 1
DSC_0064-KANT,Cichlidae,Bujurquina,moriorum
DSC_0065-KANT,Characidae,Hemigrammus,sp. 2
DSC_0066-KANT,Characidae,Hemigrammus,sp. 2
DSC_0067-KANT,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0068-KANT,Cichlidae,Bujurquina,moriorum
DSC_0069-KANT,Characidae,Chrysobrycon,hesperus
DSC_0070-KANT,Characidae,Chrysobrycon,hesperus
DSC_0071-KANT,Characidae,Hemigrammus,sp. 2
DSC_0072-KANT,Characidae,Hyphessobrycon,loretoensis
DSC_0073-KANT,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0073-PM1,Characidae,Moenkhausia,oligolepis
DSC_0074 -KANT- DSC_0075-KANT,Auchenipteridae,Tatia,sp. 1
DSC_0074-PM1,Curimatidae,Steindachnerina,sp. 1
DSC_0075-HER,Anostomidae,Leporinus ,fridereci
DSC_0075-PM1,Curimatidae,Steindachnerina,sp. 1
DSC_0076-HER,Anostomidae,Leporinus ,fridereci
DSC_0076-KANT,Characidae,Chrysobrycon,hesperus
DSC_0076-PM1,Characidae,Bryconamericus,sp. 2
DSC_0077-HER,Anostomidae,Leporinus ,fridereci
DSC_0077-KANT,Characidae,Moenkhausia,sp. 1
DSC_0077-PM1,Characidae,Tyttocharax,sp. 1
DSC_0078-HER,Anostomidae,Leporinus ,fridereci
DSC_0078-KANT,Callichthyidae,Corydoras,aeneus
DSC_0078-PM1,Characidae,Tyttocharax,sp. 1
DSC_0078-TRAMPCV1-DSC_0079-TRAMPCV1,Pimelodidae,Calophysus,macropterus
DSC_0079-HER,Characidae,Moenkhausia,comma
DSC_0079-KANT,Erythrinidae,Erythrinus,erythrinus
DSC_0079-PM1,Characidae,Tyttocharax,sp. 1
DSC_007-HER,Characidae,Moenkhausia,comma
DSC_0080-HER,Characidae,Phenacogaster,napoatilis
DSC_0080-KANT,Gymnotidae,Gymnotus,carapo
DSC_0080-PM1,Characidae,Tyttocharax,sp. 1
DSC_0080-TRAMPCV1,Anostomidae ,Schizodon,fasciatus
DSC_0081-HER,Characidae,Phenacogaster,napoatilis
DSC_0081-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0081-PM1,Characidae,Tyttocharax,sp. 1
DSC_0081-TRAMPCV1,Anostomidae ,Leporinus,friderici
DSC_0082-HER,Characidae,Hyphessobrycon,cf. margitae
DSC_0082-KANT,Cichlidae,Crenicichla,sp. 1
DSC_0082-PM1,Characidae,Tyttocharax,sp. 1
DSC_0082-TRAMPCV1,Ctenoluciidae,Boulengerella ,cuvieri
DSC_0083-HER,Characidae,Hyphessobrycon,cf. margitae
DSC_0083-KANT,Gasteropelecidae,Carnegiella,strigata
DSC_0083-PM1,Characidae,Tyttocharax,sp. 1
DSC_0084-HER,Characidae,Phenacogaster,napoatilis
DSC_0084-KANT,Characidae,Hyphessobrycon,loretoensis
DSC_0084-PM1,Characidae,Tyttocharax,sp. 1
DSC_0084-TRAMPCV1,Erythrinidae,Hoplias,malabaricus
DSC_0085-HER,Characidae,Phenacogaster,napoatilis
DSC_0085-PM1,Characidae,Tyttocharax,sp. 1
DSC_0085-TRAMPCV1,Ctenoluciidae,Boulengerella ,cuvieri
DSC_0086-HER,Characidae,Phenacogaster,napoatilis
DSC_0086-PM1,Characidae,Tyttocharax,sp. 1
DSC_0087-HER,Characidae,Hyphessobrycon,cf. margitae
DSC_0087-PM1,Characidae,Tyttocharax,sp. 1
DSC_0087-TRAMPCV1,Pimelodidae,Sorubim ,lima
DSC_0088-HER,Characidae,Hyphessobrycon,cf. margitae
DSC_0088-PM1,Characidae,Tyttocharax,sp. 1
DSC_0088-TRAMPCV1,Serrasalmidae,Serrasalmus ,sp. 2
DSC_0089-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0089-PM1,Characidae,Tyttocharax,sp. 1
DSC_0089-TRAMPCV1,Serrasalmidae,Serrasalmus ,sp. 2
DSC_008-HER,Characidae,Moenkhausia,comma
DSC_0090-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0090-PM1,Characidae,Tyttocharax,sp. 1
DSC_0090-TRAMPCV1-DSC_0091-TRAMPCV1,Auchenipteridae,Trachelyopterus,galeatus
DSC_0091-HER,Characidae,Hyphessobrycon,cf. margitae
DSC_0091-PM1,Characidae,Tyttocharax,sp. 1
DSC_0092-HER,Characidae,Phenacogaster,napoatilis
DSC_0092-PM1,Characidae,Tyttocharax,sp. 1
DSC_0093-HER,Characidae,Phenacogaster,napoatilis
DSC_0093-PM1,Characidae,Tyttocharax,sp. 1
DSC_0094-HER,Characidae,Hyphessobrycon,loretoensis
DSC_0094-PM1,Characidae,Tyttocharax,sp. 1
DSC_0095-HER,Characidae,Phenacogaster,napoatilis
DSC_0095-PM1,Characidae,Tyttocharax,sp. 1
DSC_0096-HER,Characidae,Phenacogaster,napoatilis
DSC_0096-PM1,Characidae,Tyttocharax,sp. 1
DSC_0096-TRAMPCV2,Erythrinidae,Hoplias,malabaricus
DSC_0097-HER,Characidae,Moenkhausia,comma
DSC_0097-PM1,Characidae,Tyttocharax,sp. 1
DSC_0097-TRAMPCV2,Anostomidae ,Schizodon,fasciatus
DSC_0098-HER,Characidae,Astyanax,cf. lacustris
DSC_0098-PM1,Characidae,Tyttocharax,sp. 1
DSC_0098-TRAMPCV2,Curimatidae,Steindachnerina,sp. 1
DSC_0099-HER,Cichlidae,Laetacara,flavilabris
DSC_0099-PM1,Characidae,Tyttocharax,sp. 1
DSC_0099-TRAMPCV2,Serrasalmidae,Serrasalmus ,sp. 2
DSC_009-HER,Characidae,Moenkhausia,comma
DSC_0100-HER,Gasteropelecidae,Carnegiella,myersi
DSC_0100-PM1,Characidae,Tyttocharax,sp. 1
DSC_0101-HER-DSC_0102-HER,Auchenipteridae,Tatia,dunni
DSC_0101-KANT,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0101-PM1,Characidae,Tyttocharax,sp. 1
DSC_0102-KANT,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0102-PM1,Cichlidae,Bujurquina,huallagae
DSC_0103-HER-DSC_0104-HER,Auchenipteridae,Tatia,dunni
DSC_0103-KANT,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0103-PM1,Cichlidae,Bujurquina,huallagae
DSC_0104-KANT,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0104-PM1,Cichlidae,Bujurquina,huallagae
DSC_0105-HER-DSC_0106-HER,Auchenipteridae,Trachelyopterus,galeatus
DSC_0105-KANT,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0105-PM1,Erythrinidae,Hoplias ,malabaricus
DSC_0106-KANT,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0106-PM1,Characidae,Astyanax,cf. lacustris
DSC_0107-HER-DSC_0108-HER,Auchenipteridae,Tatia,dunni
DSC_0107-KANT,Erythrinidae,Erythrinus,erythrinus
DSC_0107-PM1,Characidae,Astyanax,cf. lacustris
DSC_0108-KANT,Characidae,Chrysobrycon,hesperus
DSC_0108-PM1,Characidae,Creagrutus ,beni 
DSC_0109-HER-DSC_0110-HER,Loricariidae,Ancistrus,sp. 2
DSC_0109-KANT,Characidae,Bario,steindachneri
DSC_0109-PM1,Cichlidae,Bujurquina,huallagae
DSC_0110-KANT,Characidae,Bario,steindachneri
DSC_0110-PM1,Heptapteridae,Pimelodella,cf. cristata
DSC_0111-HER-DSC_0112-HER,Loricariidae,Ancistrus,sp. 2
DSC_0111-PM1,Heptapteridae,Pimelodella,cf. cristata
DSC_0112-PM1,Characidae,Astyanax,cf. lacustris
DSC_0113-HER-DSC_0114-HER,Loricariidae,Ancistrus,sp. 2
DSC_0113-PM1,Characidae,Creagrutus ,beni 
DSC_0114-PM1-DSC_0115-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0115-HER-DSC_0116-HER,Auchenipteridae,Tatia,sp. 1
DSC_0115-KANT,Characidae,Moenkhausia,sp. 1
DSC_0116-PM1-DSC_0117-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0117-HER,Pseudopimelodidae,Batrochoglanis,raninus
DSC_0118-HER,Sternopygidae,Sternopygus ,macrurus
DSC_0118-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0119-HER-DSC_0120-HER,Auchenipteridae,Tatia,sp. 1
DSC_0119-PM1,Loricariidae,Rineloricaria,sp. 1
DSC_0120-PM1,Loricariidae,Rineloricaria,sp. 1
DSC_0121-HER,Cichlidae,Bujurquina,moriorum
DSC_0121-PM1,Loricariidae,Rineloricaria,sp. 1
DSC_0122-HER-DSC_0123-HER,Callichthyidae,Corydoras,aeneus
DSC_0122-PM1-DSC_0123-PM1,Loricariidae,Oxyropsis,carinata
DSC_0124-HER-DSC_0125-HER,Callichthyidae,Corydoras,aeneus
DSC_0124-PM1,Trichomycteridae,Acanthopoma,annectens
DSC_0126-HER-DSC_0127-HER,Callichthyidae,Corydoras,aeneus
DSC_0128-HER,Characidae,Chrysobrycon ,hesperus
DSC_0128-PM1-DSC_0129-PM1,Loricariidae,Hypoptopoma,sp. 1
DSC_0129-HER,Cichlidae,Bujurquina,moriorum
DSC_0130-HER,Cichlidae,Bujurquina,moriorum
DSC_0130-PM1-DSC_0131-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0131-HER,Cichlidae,Bujurquina,moriorum
DSC_0132-HER,Cichlidae,Apistogramma,aff. cruzi
DSC_0132-PM1-DSC_0133-PM1,Loricariidae,Oxyropsis,carinata
DSC_0133-HER,Cichlidae,Apistogramma,aff. cruzi
DSC_0134-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0134-KANT,Characidae,Moenkhausia,sp. 1
DSC_0134-PM1-DSC_0135-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0135-HER-DSC_0136-HER,Loricariidae,Ancistrus,sp. 2
DSC_0135-KANT,Cichlidae,Bujurquina,moriorum
DSC_0136-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0136-PM1,Characidae,Phenacogaster,cf. capitulatus
DSC_0137-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0137-KANT,Cichlidae,Apistogramma,aff. cruzi
DSC_0137-PM1,Characidae,Phenacogaster,cf. capitulatus
DSC_0138-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0138-KANT,Characidae,Hemigrammus,sp. 2
DSC_0138-PM1,Crenuchidae,Characidium,cf. etheostoma
DSC_0139-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0139-KANT,Characidae,Hemigrammus,sp. 2
DSC_0139-PM1,Crenuchidae,Characidium,cf. etheostoma
DSC_0140-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0140-KANT,Characidae,Hemigrammus,sp. 2
DSC_0141-HER,Sternopygidae,Sternopygus ,macrurus
DSC_0141-KANT,Characidae,Hemigrammus,sp. 2
DSC_0142-HER,Sternopygidae,Sternopygus ,macrurus
DSC_0142-KANT,Characidae,Hemigrammus,sp. 2
DSC_0143-HER,Hypopomidae,Brachyhypopomus,brevirostris
DSC_0143-KANT,Characidae,Hemigrammus,sp. 2
DSC_0144-HER,Characidae,Astyanax,cf. anterior
DSC_0144-KANT,Characidae,Hemigrammus,sp. 2
DSC_0145-HER,Characidae,Astyanax,cf. lacustris
DSC_0145-KANT,Characidae,Hemigrammus,sp. 2
DSC_0146-HER,Characidae,Moenkhausia,sp. 1
DSC_0146-KANT,Characidae,Hyphessobrycon,cf. margitae
DSC_0147-HER,Characidae,Moenkhausia,sp. 1
DSC_0147-KANT,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0148-HER,Characidae,Moenkhausia,comma
DSC_0148-KANT,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0149-HER,Characidae,Brachychalcinus,nummus
DSC_0150-CHA,Auchenipteridae,Tatia,sp. 1
DSC_0150-HER,Cichlidae,Bujurquina,moriorum
DSC_0151-HER,Cichlidae,Bujurquina,moriorum
DSC_0152-HER,Cichlidae,Bujurquina,moriorum
DSC_0153-DSC_0154-HER,Auchenipteridae,Tatia,sp. 1
DSC_0154-CHA-DSC-0155-CHA,Auchenipteridae,Tatia,sp. 1
DSC_0155-HER,Characidae,Brachychalcinus,nummus
DSC_0156-CHA,Characidae,Bario,steindachneri
DSC_0156-HER,Characidae,Astyanax,cf. zonatus
DSC_0156-PM1,Characidae,Bryconops,caudomaculatus
DSC_0157-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0157-HER,Cichlidae,Bujurquina,moriorum
DSC_0157-PM1,Curimatidae,Steindachnerina,sp. 1
DSC_0158-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0158-HER,Characidae,Astyanax,cf. zonatus
DSC_0158-PM1-DSC_0159-PM1,Heptapteridae,Imparfinis,cf. stictonotus
DSC_0159-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0159-HER,Characidae,Brachychalcinus,nummus
DSC_0160-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0160-HER,Characidae,Brachychalcinus,nummus
DSC_0160-PM1,Characidae,Astyanax,sp. 1
DSC_0161-CHA,Trichomycteridae,Ituglanis,cf. amazonicus
DSC_0161-HER,Cichlidae,Bujurquina,moriorum
DSC_0161-PM1,Characidae,Bryconamericus,sp. 2
DSC_0162-CHA,Characidae,Hyphessobrycon,cf. margitae
DSC_0162-HER,Characidae,Moenkhausia,comma
DSC_0162-PM1,Characidae,Phenacogaster,cf. capitulatus
DSC_0163-CHA,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0163-HER,Characidae,Brachychalcinus,nummus
DSC_0163-PM1,Characidae,Phenacogaster,napoatilis
DSC_0164-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0164-HER,Characidae,Moenkhausia,sp. 1
DSC_0164-PM1,Characidae,Phenacogaster,napoatilis
DSC_0165-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0165-HER,Cichlidae,Bujurquina,moriorum
DSC_0165-PM1,Characidae,Moenkhausia,oligolepis
DSC_0166-HER,Characidae,Astyanax,cf. zonatus
DSC_0166-PM1-DSC_0167-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0167-HER,Characidae,Moenkhausia,comma
DSC_0168-HER,Gymnotidae,Gymnotus,carapo
DSC_0168-PM1-DSC_0169-PM1,Loricariidae,Oxyropsis,carinata
DSC_0169-CHA,Hypopomidae,Brachyhypopomus,beebei
DSC_0169-HER,Erythrinidae,Erythrinus,erythrinus
DSC_0170-CHA-DSC_0171-CHA,Heptapteridae,Rhamdia ,sp. 1
DSC_0170-HER,Cichlidae,Crenicichla,lucius
DSC_0170-PM1-DSC_0171-PM1,Loricariidae,Oxyropsis,carinata
DSC_0171-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0172-CHA,Erythrinidae,Erythrinus,erythrinus
DSC_0172-HER,Sternopygidae,Sternopygus ,macrurus
DSC_0172-PM1-DSC_0173-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0173-CHA-DSC_0174-CHA,Lebiasinidae,Pyrrhulina,cf. brevis
DSC_0173-HER-DSC_0174-HER,Loricariidae,Ancistrus,sp. 2
DSC_0174-PM1-DSC_0175-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0175-CHA,Characidae,Moenkhausia,sp. 1
DSC_0175-HER-DSC_0176-HER,Loricariidae,Ancistrus,sp. 2
DSC_0176-PM1-DSC_0177-PM1,Loricariidae,Oxyropsis,carinata
DSC_0177-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0177-HER-DSC_0178-HER,Auchenipteridae,Tatia,dunni
DSC_0178-CHA-DSC_0179-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0178-PM1-DSC_0179-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0179-HER-DSC_0180-HER,Auchenipteridae,Tatia,dunni
DSC_0180-CHA-DSC_0181-CHA,Cichlidae,Laetacara,flavilabris
DSC_0180-PM1-DSC_0181-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0181-HER,Pseudopimelodidae,Batrochoglanis,raninus
DSC_0182-CHA,Lebiasinidae,Pyrrhulina,cf. eleanorae
DSC_0182-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0182-PM1-DSC_0183-PM1,Loricariidae,Otocinclus,hoppei 
DSC_0182-PM2,Cichlidae,Crenicichla,reticulata
DSC_0183-CHA-DSC_0184-CHA,Synbranchidae,Synbranchus,marmoratus
DSC_0183-HER,Heptapteridae,Pimelodella,cf. cristata
DSC_0183-PM2,Characidae,Moenkhausia,oligolepis
DSC_0184-PM1,Crenuchidae,Characidium,cf. etheostoma
DSC_0184-PM2,Characidae,Astyanax,cf. lacustris
DSC_0184-TRAMPCV1,Anostomidae ,Leporinus,friderici
DSC_0185-PM1,Crenuchidae,Characidium,cf. etheostoma
DSC_0185-PM2,Characidae,Moenkhausia,oligolepis
