Codigo foto,Carpeta/Subcarpeta,Camara usada,Fecha,Familia,Genero,Especie,Nombre cientifico,Código/ ID del individuo*,Descripcion o Ubicacion,Quebrada-transecto,Colectores,Metodo de captura
DSC_0372 - DSC_0373,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 1,Hemigrammus sp. 1,T1-CV1QH-08,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0374 - DSC_0375,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T1-CV1QH-09,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0376 - DSC_0379,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Auchenipteridae,Tatia,sp. 1,Tatia sp. 1,T1-CV1QH-10,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0380 - DSC_0381,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Hypopomidae,Brachihypopomus,sp. 1,Brachihypopomus sp. 1,T1-CV1QH-11,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0382 - DSC_0383,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Aspredinidae,Bunocephalus ,caracoideus,Bunocephalus caracoideus,T1-CV1QH-12,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0384 - DSC_0385,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. nov,Apistogramma sp. nov,T1-CV1QH-13,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0386 - DSC_0387,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. nov,Apistogramma sp. nov,T1-CV1QH-14,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0388 - DSC_0389,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 1,Hemigrammus sp. 1,T1-CV1QH-15,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0390 - DSC_0391,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. anterior,Astyanas cf. anterior,T2-CV1QH-01,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0392 - DSC_0393,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Curimatidae,Steindachnerina,guentheri,Steindachnerina guentheri,T2-CV1QH-02,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0394 - DSC_0395,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T2-CV1QH-03,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0396 - DSC_0397,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T2-CV1QH-04,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0398 - DSC_0399,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T2-CV1QH-05,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0400 - DSC_0401,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T2-CV1QH-06,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0402 - DSC_0403,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T2-CV1QH-07,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0404 - DSC_0405,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T2-CV1QH-08,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0406 - DSC_0407,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T2-CV1QH-09,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0408 - DSC_0409,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T2-CV1QH-10,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0410 - DSC_0411,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. 1,Apistogramma sp. 1,T2-CV1QH-11,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0412 - DSC_0413,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Aspredinidae,Bunocephalus ,caracoideus,Bunocephalus caracoideus,T2-CV1QH-12,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0414 - DSC_0417,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Loricariidae,Pterygoplichthys,sp. 1,Pterygoplichthys sp. 1,T2-CV1QH-13,Hermogeno,T2-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0418 - DSC_0419,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T3-CV1QH-01,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0420 - DSC_0421,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T3-CV1QH-02,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0422 - DSC_0423,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Anostomidae,Leporinus,fridereci,Leporinus fridereci,T3-CV1QH-03,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0424 - DSC_0425,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Hyphessobrycon,cf. margitae,Hyphessobrycon cf. margitae,T3-CV1QH-04,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0426 - DSC_0429,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Loricariidae,Ancistrus,sp. 1,Ancistrus sp. 1,T3-CV1QH-05,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0430 - DSC_0431,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Aspredinidae,Bunocephalus ,caracoideus,Bunocephalus caracoideus,T3-CV1QH-06,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0432 - DSC_0433,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Loricariidae,Ancistrus,sp. 1,Ancistrus sp. 1,T3-CV1QH-07,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0434 - DSC_0435,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Loricariidae,Ancistrus,sp. 2,Ancistrus sp. 2,T3-CV1QH-08,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0436 - DSC_0437,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Synbranchidae,Synbranchus,marmoratus,Synbranchus marmoratus,T3-CV1QH-09,Hermogeno,T3-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0438 - DSC_0439,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T4-CV1QH-01,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0440 - DSC_0441,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T4-CV1QH-02,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0442 - DSC_0443,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Bario,steindachneri,Bario steindachneri,T4-CV1QH-03,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0444 - DSC_0445,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Carnegiella,strigata,Canegiella strigata ,T4-CV1QH-04,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0446 - DSC_0447,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Bujurquina,moriorum,Bujurquina moriorum,T4-CV1QH-05,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0448 - DSC_0449,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Bujurquina,moriorum,Bujurquina moriorum,T4-CV1QH-06,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0450 - DSC_0451,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Bujurquina,moriorum,Bujurquina moriorum,T4-CV1QH-07,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0452 - DSC_0453,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Aspredinidae,Bunocephalus ,caracoideus,Bunocephalus caracoideus,T4-CV1QH-08,Hermogeno,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0454 - DSC_0455,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Bario,steindachneri,Bario steindachneri,T5-CV1QH-01,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0456 - DSC_0457,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T5-CV1QH-02,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0458 - DSC_0459,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T5-CV1QH-03,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0460 - DSC_0461,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QH-04,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0462 - DSC_0463,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T5-CV1QH-05,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0464 - DSC_0465,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T5-CV1QH-06,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0466 - DSC_0467,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T5-CV1QH-07,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0468 - DSC_0469,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T5-CV1QH-08,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0470 - DSC_0471,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QH-09,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0472 - DSC_0473,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T5-CV1QH-10,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0474 - DSC_0475,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T5-CV1QH-11,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0476 - DSC_0477,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Crenicichla,sp. 1,Crenicichla sp. 1,T5-CV1QH-12,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0478 - DSC_0479,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Loricariidae,,,,T5-CV1QH-13,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0480 - DSC_0481,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Loricariidae,Ancistrus,sp. 1,Ancistrus sp. 1,T5-CV1QH-14,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0482 - DSC_0483,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T5-CV1QH-15,Hermogeno,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0484 - DSC_0485,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T6-CV1QH-01,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0486 - DSC_0487,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. anterior,Astyanas cf. anterior,T6-CV1QH-02,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0488 - DSC_0489,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. anterior,Astyanas cf. anterior,T6-CV1QH-03,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0490 - DSC_0491,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. anterior,Astyanas cf. anterior,T6-CV1QH-04,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0492 - DSC_0493,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T6-CV1QH-05,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0494 - DSC_0495,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T6-CV1QH-06,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0496 - DSC_0497,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T6-CV1QH-07,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0498 - DSC_0499,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T6-CV1QH-08,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0500 - DSC_0501,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T6-CV1QH-09,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0502 - DSC_0503,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Loricariidae,Ancistrus,,,T6-CV1QH-10,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0504 - DSC_0505,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Cichlidae,Bujurquina,moriorum,Bujurquina moriorum,T6-CV1QH-11,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0506 - DSC_0507,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T6-CV1QH-12,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0508 - DSC_0509,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T6-CV1QH-13,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0510 - DSC_0511,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T6-CV1QH-14,Hermogeno,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0527 - DSC_0528,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA01,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0529 - DSC_0530,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA02,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0531 - DSC_0532,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,PM01-CV1QMA03,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0533 - DSC_0534,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA04,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0535 - DSC_0536,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA05,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0537 - DSC_0538,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA06,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0539 - DSC_0540,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA07,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0541 - DSC_0542,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA08,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0543 - DSC_0544,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,PM01-CV1QMA09,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0545 - DSC_0546,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA10,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0547 - DSC_0548,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA11,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0549 - DSC_0550,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,PM01-CV1QMA12,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0551 - DSC_0552,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,PM01-CV1QMA13,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0553 - DSC_0554,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,PM01-CV1QMA14,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0555 - DSC_0556,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Characidae,Tyttocharax,sp. 1,Tyttocharax sp. 1,PM01-CV1QMA15,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
DSC_0557 - DSC_0558,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Nov 25 00:00:00 EST 2019,Loricariidae,Otocinclus,macrospilus,Otocinclus macrospilus,PM01-CV1QMA16,Mashumabara ,PM-01,"Leo, Morgan y Perciles",Red de arrastre
