Codigo foto,Carpeta/Subcarpeta,Camara usada,Fecha,Familia,Genero,Especie,Nombre cientifico,Código/ ID del individuo*,Descripcion o Ubicacion,Quebrada-transecto,Colectores,Metodo de captura
DSC_0991-DSC_0992,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T3-CV2QKANT-22,Kantashentsa,T3-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_0993-DSC_0994,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T3-CV2QKANT-23,Kantashentsa,T3-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_0995-DSC_0996,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Crenuchidae,Characidium,cf. pellucidum,Characidium cf. pellucidum,T3-CV2QKANT-24,Kantashentsa,T3-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_0997-DSC_0998,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T4-CV2QKANT-01,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_0999-DSC_1000,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. eleanorae,Pyrrhulina cf. eleanorae,T4-CV2QKANT-02,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1001-DSC_1002,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T4-CV2QKANT-03,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1003-DSC_1004,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T4-CV2QKANT-04,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1005-DSC_1006,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T4-CV2QKANT-05,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1007-DSC_1008,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. eleanorae,Pyrrhulina cf. eleanorae,T4-CV2QKANT-06,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1009-DSC_1010,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T4-CV2QKANT-07,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1011-DSC_1012,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T4-CV2QKANT-08,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1013-DSC_1014,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. nov,Apistogramma sp. nov,T4-CV2QKANT-09,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1015-DSC_1016,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T4-CV2QKANT-10,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1017-DSC_1018,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T4-CV2QKANT-11,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1019-DSC_1020,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hyphessobrycon,cf. margitae,Hyphessobrycon cf. margitae,T4-CV2QKANT-12,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1021-DSC_1022,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T4-CV2QKANT-13,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1023-DSC_1024,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 1,Hemigrammus sp. 1,T4-CV2QKANT-14,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1025-DSC_1026,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T4-CV2QKANT-15,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1027-DSC_1028,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Lebiasinidae,Copeina,osgoodi,Copeina guttata,T4-CV2QKANT-16,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1029-DSC_1030,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Erythrinidae,Erythrinus,erythrinus,Erythrinus erythrinus,T5-CV2QKANT-01,Kantashentsa,T4-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1031-DSC_1032,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Bario,steindachneri,Bario steindachneri,T5-CV2QKANT-02,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1033-DSC_1034,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-03,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1035-DSC_1036,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-04,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1037-DSC_1038,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-05,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1039-DSC_1040,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-06,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1041-DSC_1042,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-07,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1043-DSC_1044,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-08,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1045-DSC_1046,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-09,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1047-DSC_1048,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-10,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1049-DSC_1050,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-11,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1051-DSC_1052,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV2QKANT-12,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1053-DSC_1054,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. eleanorae,Pyrrhulina cf. eleanorae,T5-CV2QKANT-13,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1055-DSC_1056,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T5-CV2QKANT-14,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1057-DSC_1058,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T5-CV2QKANT-15,Kantashentsa,T5-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1059-DSC_1060,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Bario,steindachneri,Bario steindachneri,T6-CV2QKANT-01,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1061-DSC_1062,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Bario,steindachneri,Bario steindachneri,T6-CV2QKANT-02,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1063-DSC_1064,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV2QKANT-03,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1065-DSC_1066,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV2QKANT-04,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1067-DSC_1068,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Gasteropelecidae,Gasteropelecus,sternicla,Gasteropelecus sternicla,T6-CV2QKANT-05,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1069-DSC_1070,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. nov,Apistogramma sp. nov,T6-CV2QKANT-06,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1071-DSC_1072,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hyphessobrycon,cf. margitae,Hyphessobrycon cf. margitae,T6-CV2QKANT-07,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1073-DSC_1074,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV2QKANT-08,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1075-DSC_1076,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV2QKANT-09,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1077-DSC_1078,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Cichlidae,Bujurquina,moriorum,Bujurquina moriorum,T6-CV2QKANT-10,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1079-DSC_1080,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. eleanorae,Pyrrhulina cf. eleanorae,T6-CV2QKANT-11,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1081-DSC_1082,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV2QKANT-12,Kantashentsa,T6-30-50,"Leo, Morgan, Esau, Perciles",Red de arrastre y red de mano
DSC_1097-DSC_1098,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Curimatidae,Steindachnerina,sp. 1,Steindachnerina sp. 1,P1-CV2QKATI-01,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1099-DSC_1100,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Cichlidae,Crenicichla,lucius,Crenicichla lucius,P1-CV2QKATI-02,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1101-DSC_1102,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Curimatidae,Steindachnerina,sp. 1,Steindachnerina sp. 1,P1-CV2QKATI-03,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1103-DSC_1104,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Callichthyidae,Corydoras,pastazensis ,Corydoras pastazensis,P1-CV2QKATI-04,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1105-DSC_1106,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P1-CV2QKATI-05,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1107-DSC_1108,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Curimatidae,Steindachnerina,sp. 1,Steindachnerina sp. 1,P1-CV2QKATI-06,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1109-DSC_1110,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Callichthyidae,Corydoras,atropersonatus,Corydoras atropersonatus,P1-CV2QKATI-07,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1111-DSC_1112,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Callichthyidae,Corydoras,atropersonatus,Corydoras atropersonatus,P1-CV2QKATI-08,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1113-DSC_1114,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Callichthyidae,Corydoras,atropersonatus,Corydoras atropersonatus,P1-CV2QKATI-09,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1115-DSC_1116,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Characidae,Bryconops,caudomaculatus,Bryconops caudomaculatus,P1-CV2QKATI-10,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1117-DSC_1118,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Crenuchidae,Characidium,cf. etheostoma,Characidium cf. etheostoma,P1-CV2QKATI-11,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1119-DSC_1120,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Curimatidae,Steindachnerina,sp. 1,Steindachnerina sp. 1,P1-CV2QKATI-12,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1121-DSC_1122,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Trichomycteridae,Ochmacanthus,reinhardtii,Ochmacanthus reinhardtii,P1-CV2QKATI-13,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1123-DSC_1124,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Trichomycteridae,Ochmacanthus,reinhardtii,Ochmacanthus reinhardtii,P1-CV2QKATI-14,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1125-DSC_1126,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Trichomycteridae,Ochmacanthus,reinhardtii,Ochmacanthus reinhardtii,P1-CV2QKATI-15,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1127-DSC_1128,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Batrachoididae,Thalassophryne,amazonica,Thalassophryne amazonica,P1-CV2QKATI-16,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1129-DSC_1130,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-17,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1131-DSC_1132,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,macrospilus,Otocinclus macrospilus,P1-CV2QKATI-18,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1133-DSC_1134,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,macrospilus,Otocinclus macrospilus,P1-CV2QKATI-19,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1135-DSC_1136,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,macrospilus,Otocinclus macrospilus,P1-CV2QKATI-20,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1137-DSC_1138,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Characidae,Microschemobrycon,sp. 1,Microschemobrycon sp. 1,P1-CV2QKATI-21,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1139-DSC_1140,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Rineloricaria,sp. 1,Rineloricaria sp. 1,P1-CV2QKATI-22,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1141-DSC_1142,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Rineloricaria,sp. 1,Rineloricaria sp. 1,P1-CV2QKATI-23,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1143-DSC_1144,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Limatulichtys,griseus,Limatulichtys griseus,P1-CV2QKATI-24,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1145-DSC_1146,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-25,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1147-DSC_1148,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-26,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1149-DSC_1150,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,macrospilus,Otocinclus macrospilus,P1-CV2QKATI-27,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1151-DSC_1152,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Trichomycteridae,Ochmacanthus,reinhardtii,Ochmacanthus reinhardtii,P1-CV2QKATI-28,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1153-DSC_1154,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Callichthyidae,Corydoras,atropersonatus,Corydoras atropersonatus,P1-CV2QKATI-29,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1155-DSC_1156,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Limatulichtys,griseus,Limatulichtys griseus,P1-CV2QKATI-30,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1157-DSC_1158,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-31,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1159-DSC_1160,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-32,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1161-DSC_1162,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-33,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1163-DSC_1164,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-34,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1165-DSC_1166,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,macrospilus,Otocinclus macrospilus,P1-CV2QKATI-35,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1167-DSC_1168,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-36,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1169-DSC_1170,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-37,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1171-DSC_1172,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-38,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1173-DSC_1174,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-39,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1175-DSC_1176,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,macrospilus,Otocinclus macrospilus,P1-CV2QKATI-40,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1177-DSC_1178,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Trichomycteridae,Ochmacanthus,reinhardtii,Ochmacanthus reinhardtii,P1-CV2QKATI-41,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1179-DSC_1180,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Limatulichtys,griseus,Limatulichtys griseus,P1-CV2QKATI-42,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1181-DSC_1182,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P1-CV2QKATI-43,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1183-DSC_1184,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Callichthyidae,Corydoras,atropersonatus,Corydoras atropersonatus,P1-CV2QKATI-44,Katira,PM-01,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1197-DSC_1198,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Bujurquina,huallagae,Bujurquina huallagae,P2-CV2QKATI-01,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1199-DSC_1200,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Heptapteridae,Pimelodella,sp. 2,Pimelodella sp. 2,P2-CV2QKATI-02,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1201-DSC_1202,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Heptapteridae,Pimelodella,sp. 2,Pimelodella sp. 2,P2-CV2QKATI-03,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
